age,name,address,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y 
47,karl wisozk,"72930 SP3NC3R ISLAND\NAVISF0RT, 0H 19487",blue-collar,married,primary,no,292,no,yes,telephone,28,jul,210,3,-1,0,unknown,no
42,david reilly,"323 Ondricka Tunnel Apt. 237\nReichelton, PW 27017",housemaid,single,primary,no,5774,yes,no,unknown,15,may,54,2,-1,0,unknown,no
42,tamia cole,"5720 DAUGH3RTY WALL AV3.\NP0RT 3L3AZAR, ND 23731",management,married,secondary,no,2416,yes,no,unknown,20,may,138,4,-1,0,unknown,no
58,hailey bernhard,"08331 Heidenreich Hill\nLandenburgh, VT 34210-1168",retired,married,secondary,no,35,no,no,cellular,29,jul,336,7,-1,0,unknown,no
68,barbara kuhic,"392 elliott shores suite 133\nsouth anissa, sd 87900",retired,married,secondary,no,19317,yes,no,cellular,4,aug,249,1,-1,0,unknown,yes
43,bradford cremin,"41892AbigaleBranch\nNorthTyrellland,AE88747",technician,married,secondary,no,50,no,no,unknown,28,may,63,1,-1,0,unknown,no
44,general stoltenberg,"459 Schm3l3r Curv3 \nGr3gt0n, NH 39352-3064",blue-collar,married,secondary,no,-674,yes,no,unknown,5,may,257,1,-1,0,unknown,no
49,carli dicki,"9899 Christopher Locks \nPort Colin, CT 47466",technician,married,tertiary,no,3726,no,no,cellular,5,aug,875,2,-1,0,unknown,yes
57,kayden reichel,"74430 H3RMIST0N F0RT\NP0RT KIRK, TN 61978",retired,married,tertiary,no,1180,yes,yes,unknown,14,may,191,2,-1,0,unknown,no
61,erika gaylord,"61555RunteEstates\nPortHarmon,ME27316",self-employed,divorced,tertiary,no,6610,no,no,cellular,24,feb,481,2,-1,0,unknown,yes
36,camren fay,"8542 Frida Burgs Ave.\nNew Rachael, VT 31268",admin.,single,secondary,no,319,yes,no,cellular,18,may,120,2,-1,0,unknown,no
31,shayna murphy,"2128WizaShore\nVandervortberg,DC77514-5706",blue-collar,married,secondary,no,1545,yes,yes,cellular,13,may,207,1,-1,0,unknown,no
51,matilde reilly,"941 M3dhurst Spurs St.\nK3rtzmannhav3n, 0H 20435",technician,married,tertiary,no,1315,no,no,telephone,5,jun,303,2,-1,0,unknown,no
31,judy cruickshank,"9208 Price Pine Apt. 544\nReingerton, MT 30380-0706",technician,single,tertiary,no,424,no,no,cellular,21,aug,93,2,-1,0,unknown,no
56,agustina volkman,"24103MullerCrescent\nWittingville,ME80741",blue-collar,married,primary,no,151,no,no,cellular,3,feb,128,1,-1,0,unknown,no
30,alvah mills,"46094 Jast Crossroad\nEast Jonatanhaven, NJ 06908",technician,single,tertiary,no,-970,no,yes,cellular,21,aug,194,2,-1,0,unknown,no
38,jayde torphy,"3425 Skiles Vista Ave.\nNew Fausto, GU 06398",services,married,secondary,no,-762,yes,yes,unknown,30,may,408,2,-1,0,unknown,no
35,darrel lang,"54213 ISAI PIKE\NZIEMANNTON, AL 01457",services,married,secondary,no,181,yes,no,cellular,31,jul,5,3,-1,0,unknown,no
31,otto howell,"479SadieJunctionsSt.\nArlietown,SD58160",blue-collar,married,unknown,no,-120,yes,no,cellular,17,jul,231,2,-1,0,unknown,no
39,enrico mante,"417 Adell Trail Apt. 018\nRogahnstad, NC 92552-2516",admin.,divorced,secondary,no,1022,yes,no,unknown,20,jun,20,3,-1,0,unknown,no
50,randal hodkiewicz,"75776K0N0P3LSKISUMMIT\NNIK0CH3ST3R,RI96055",management,married,tertiary,no,78,yes,no,cellular,14,jan,218,3,161,9,other,no
39,keshaun runolfsson,"971 Jenkins Street St.\nNew Scottyfort, OH 09530-9044",technician,married,tertiary,no,209,no,no,unknown,23,jul,36,2,-1,0,unknown,no
26,monroe larson,"260MyraExpresswaySt.\nAndersonville,MA71408-3401",admin.,married,secondary,no,2469,no,no,cellular,16,jul,136,8,-1,0,unknown,no
55,avis boyle,"29293Str3ichWalks\nRuthshir3,WY02490",technician,married,secondary,no,0,no,no,cellular,19,nov,336,1,-1,0,unknown,no
43,lily daugherty,"38904 0'C0nn3r Vista\nLak3 Isra3lch3st3r, TX 22816",blue-collar,divorced,primary,no,328,no,yes,cellular,8,jul,192,1,-1,0,unknown,no
34,alessia kshlerin,"951 Claire Run \nJaymeport, SD 77853-0420",housemaid,married,tertiary,no,0,no,no,cellular,26,may,141,1,188,1,failure,no
51,arnaldo harvey,"9029 RICE BURG APT. 389\NABERNATHYMOUTH, VI 87254",self-employed,married,primary,no,307,yes,yes,unknown,17,jun,65,2,-1,0,unknown,no
31,asha hartmann,"7649 Gottlieb Hollow \nKatarinafort, NY 39143-9624",management,married,tertiary,no,1384,yes,no,cellular,30,jan,203,2,2,3,other,no
32,david roberts,"5511 Lorenz Garden Suite 634\nLittlebury, NC 01095",management,married,tertiary,no,0,no,no,cellular,26,aug,104,9,-1,0,unknown,no
53,maryjane bogan,"195 WILLOW STATION ST.\NLEGROSVIEW, VI 11842-8243",technician,married,secondary,no,719,yes,no,unknown,14,may,230,1,-1,0,unknown,no
44,tito kihn,"8730 cartwright sh0als av3.\np0rt m3ghant0wn, 0k 14372-1169",management,divorced,tertiary,no,0,no,no,cellular,10,aug,71,1,-1,0,unknown,no
38,dennis rippin,"9105 Wa3lchi F0r3st Av3.\nB0nitab0r0ugh, MP 85541-8513",entrepreneur,married,tertiary,no,6704,yes,no,unknown,21,may,205,2,-1,0,unknown,no
47,yazmin collins,"65716L3gr0sDal3\nP0rtTwilavi3w,M039018",self-employed,married,tertiary,no,4543,yes,no,unknown,14,may,162,1,-1,0,unknown,no
36,rosetta heaney,"10024 J3nnyf3r C3nt3rs\n3ast Pi3tr0, ND 62775-0986",management,married,tertiary,no,0,yes,no,unknown,27,may,145,2,-1,0,unknown,no
30,elwyn kreiger,"8327 shann0n cr3st suit3 418\nmayt0wn, mi 63733-7482",management,single,tertiary,no,149,yes,no,unknown,3,jun,220,2,-1,0,unknown,no
46,jacey kutch,"32331 Hamill Hollow\nEast Alainachester, NY 44470-1345",blue-collar,married,secondary,no,-1400,yes,no,telephone,6,may,309,3,355,4,failure,no
33,elias deckow,"21794 Joy Light\nPort Jacksonshire, NE 28971",entrepreneur,married,secondary,no,-118,yes,yes,unknown,27,may,421,3,-1,0,unknown,no
43,walter bosco,"603 Weimann Roads Suite 840\nNew Maxieside, PW 31715-7851",blue-collar,married,secondary,no,2160,no,no,cellular,8,sep,261,1,98,1,success,yes
38,howell bernier,"25348 gutkowski spring\nwest elsie, mt 91171-7422",management,married,tertiary,no,3452,no,no,cellular,13,aug,132,2,-1,0,unknown,no
27,vance ruecker,"55602 Daniel Stravenue\nPort Susanna, NH 47681",technician,single,secondary,no,842,no,no,cellular,30,jul,273,1,91,1,other,no
38,kameron emmerich,"380 Kayden Hollow St.\nEast Arnaldoside, OR 53036",management,married,unknown,no,3576,no,no,cellular,25,nov,349,2,183,1,success,yes
41,tyler heller,"934KundeFieldsSt.\nO'Reillyview,MI97622-8049",unemployed,married,tertiary,no,1666,no,no,unknown,9,jun,291,3,-1,0,unknown,no
29,maverick hilll,"727 LARRY WELL APT. 478\NNORTH LEANNE, IA 95757",technician,married,secondary,no,0,yes,no,cellular,28,jul,83,6,-1,0,unknown,no
39,donato o'hara,"690LavonFerrySt.\nNewClinton,HI31408",services,married,secondary,no,0,yes,no,unknown,20,may,793,2,-1,0,unknown,no
42,kaitlyn hansen,"25424 Parisian All3y\nHayd3nt0wn, MI 91105-9279",blue-collar,single,primary,no,1628,yes,no,cellular,5,feb,119,1,195,8,success,no
47,aletha steuber,"713 Stant0n Curv3 St.\nM0nahanm0uth, IN 79227-0800",services,married,secondary,no,51,yes,yes,unknown,16,may,312,1,-1,0,unknown,no
30,baylee cartwright,"915 olson shores st.\njadynland, ca 76578-2784",blue-collar,single,secondary,yes,447,no,no,unknown,14,may,103,6,-1,0,unknown,no
34,alberta bins,"32137 Sim Vill3\nN0rth Adalb3rt0p0rt, 0K 50337",admin.,married,secondary,no,396,yes,no,cellular,16,jul,101,3,-1,0,unknown,no
45,macey wiegand,"274SauerParkwaysSt.\nPortVincestad,CT02888-9291",housemaid,married,primary,no,4994,no,no,unknown,20,jun,48,1,-1,0,unknown,no
43,alexzander bogisich,"9975 Kristy Trafficway Ave.\nAbshireland, NV 83151-4863",admin.,married,secondary,no,3215,yes,no,cellular,21,jul,228,3,-1,0,unknown,no
59,jimmy kling,"4533 McCullough Coves Suite 034\nNew Winston, VI 75936-1696",blue-collar,married,primary,no,2814,no,no,unknown,20,jun,81,3,-1,0,unknown,no
50,bridget huel,"15985 Considine Spring\nKautzerview, NV 64628-0544",technician,married,secondary,no,0,no,no,cellular,7,jul,152,2,-1,0,unknown,no
39,rosamond bednar,"678 raym0nd c0mm0n st.\nau3rshir3, sc 53303-5424",blue-collar,married,secondary,no,293,yes,no,unknown,23,may,160,3,-1,0,unknown,no
36,meda hammes,"856 Madyson Skyway St.\nDouglasview, ME 13450-3039",technician,married,secondary,no,474,yes,no,unknown,27,may,59,1,-1,0,unknown,no
44,teresa cassin,"37054 nolan turnpike\nhilmaberg, oh 41038",blue-collar,married,secondary,no,16178,yes,no,cellular,21,nov,297,1,-1,0,unknown,no
36,claudia o'reilly,"40395 3ric c3nt3rs\nmant3hav3n, wy 56292",technician,married,tertiary,no,0,no,no,cellular,22,aug,147,2,-1,0,unknown,no
27,anika balistreri,"672 Romaguera Fords St.\nWittingmouth, FL 57923-2488",management,single,tertiary,no,88,no,no,cellular,4,may,143,1,-1,0,unknown,no
29,alene wehner,"2571 Gi0vanni Missi0n Av3.\n3ast Bill, FL 41240",services,married,secondary,no,308,yes,no,unknown,28,may,75,1,-1,0,unknown,no
70,celestine kshlerin,"141 Emelie Hills St.\nJarodberg, AK 83552",retired,married,secondary,no,1164,no,no,telephone,14,may,338,3,185,2,failure,no
44,aliyah hills,"691 Darryl Prairie Apt. 291\nPaulashire, MD 21301-7207",management,married,tertiary,no,13893,no,no,unknown,11,jun,29,2,-1,0,unknown,no
55,anibal zulauf,"0093 T3rry Walk Av3.\nN0rth Richi3, 0H 11556-2726",management,married,tertiary,no,0,yes,no,unknown,14,may,159,2,-1,0,unknown,no
36,abbigail kub,"202 Weber Mills \nEast Bricefurt, MI 46710",technician,divorced,secondary,no,-435,yes,no,unknown,2,jun,85,8,-1,0,unknown,no
28,jena kozey,"3293 deron freeway suite 122\nstarkside, sc 79857",technician,single,secondary,no,389,yes,no,cellular,11,may,15,7,-1,0,unknown,no
50,foster ortiz,"232 AMELY VIEWS \NNORTH ADRIEN, SD 32643",management,divorced,tertiary,no,356,no,no,cellular,8,may,198,2,358,5,other,no
49,brandi will,"6757 lillie shoals suite 616\neast susanaland, id 40023",technician,married,secondary,no,2718,no,no,unknown,19,may,114,2,-1,0,unknown,no
71,lisette conn,"667May3rR0adsApt.456\nP0rtChadd,IA92455",retired,divorced,tertiary,no,261,no,no,cellular,12,aug,1117,2,-1,0,unknown,no
31,stan bosco,"69628 Euna Corner\nWilbertbury, AA 66630-9516",admin.,single,secondary,no,757,no,no,cellular,3,feb,343,2,-1,0,unknown,no
45,everett keeling,"5343 Feest River Ave.\nPort Rashawnburgh, SD 05558",management,single,tertiary,no,16,no,no,cellular,31,jul,59,2,-1,0,unknown,no
42,mattie bauch,"525EloisaUnderpass\nNorthAsha,FM56238-2900",blue-collar,married,secondary,no,-422,no,no,cellular,9,jul,31,1,-1,0,unknown,no
45,al macejkovic,"278 Pagac Squar3s St.\n3ast Ansl3y, TN 90383-2813",admin.,married,secondary,no,248,no,no,cellular,16,jul,212,2,-1,0,unknown,no
47,jordy hansen,"580GiaSprings\nS0uthT3llyland,TN70340",technician,married,primary,no,145,yes,no,unknown,7,may,157,6,-1,0,unknown,no
60,lexus upton,"55539 g3rh0ld islands\nc0rtn3ym0uth, vi 00622-6792",retired,divorced,secondary,no,598,no,yes,cellular,8,jul,96,1,-1,0,unknown,no
35,clotilde corkery,"407D00l3yBr00ksApt.502\nD3ck0wm0uth,MH35165-1805",management,married,tertiary,no,949,yes,no,unknown,27,may,245,2,-1,0,unknown,no
31,layne marquardt,"0195GriffinLak3Av3.\n3astFilib3rt0,WA99860-4359",technician,single,tertiary,no,614,no,no,cellular,11,aug,72,4,-1,0,unknown,no
33,watson predovic,"946 Jones Street St.\nWest Augustton, NC 02261-8797",blue-collar,married,primary,no,1209,yes,no,cellular,16,apr,700,1,-1,0,unknown,no
50,carlie schneider,"570PREDOVICMOUNTAIN\NLAKEELEAZAR,MH18357-1988",self-employed,married,tertiary,no,202,yes,no,cellular,15,apr,107,1,148,4,failure,no
51,terrence pfeffer,"735 VICT0RIA MILLS SUIT3 373\NR3VAM0UTH, TX 08148",blue-collar,married,secondary,no,1840,yes,no,cellular,18,aug,312,3,-1,0,unknown,no
34,robb terry,"1490 Nelle Curve Apt. 802\nLake Hattie, NE 66457-3048",technician,married,secondary,no,114,yes,yes,cellular,4,jun,153,1,309,3,other,no
56,ashley larson,"2436 SHEMAR COURTS \NBRADTKECHESTER, ME 80647",services,married,secondary,no,-229,no,yes,cellular,23,jul,55,10,-1,0,unknown,no
29,devonte douglas,"366 Marco Rest St.\nSouth Arneville, CT 28623",services,married,secondary,no,182,yes,no,telephone,13,may,38,3,-1,0,unknown,no
31,emilio dickinson,"580 HOWELL BRIDGE \NLAKE FREDASTAD, MH 58949",blue-collar,married,secondary,no,401,no,no,cellular,14,aug,96,3,-1,0,unknown,no
44,meredith crooks,"48287 ad0lph strav3nu3\nn3w isaias, nd 60109-8262",technician,divorced,unknown,no,759,yes,no,unknown,23,may,397,1,-1,0,unknown,no
55,ray vandervort,"1462 mosciski locks apt. 218\nnorth janet, id 80361",retired,married,secondary,no,4194,no,yes,telephone,30,jul,208,3,-1,0,unknown,no
35,roselyn cartwright,"340DuanePlainsApt.346\nSchummberg,PW12150",student,single,unknown,no,0,no,no,telephone,28,jan,122,3,-1,0,unknown,no
36,misael haag,"34140 Malachi Harbors\nSouth Violette, IN 82081",technician,married,tertiary,no,629,yes,yes,cellular,29,dec,109,1,246,1,failure,no
54,clinton kling,"44517 luther roads\nsouth gunner, nc 51422-0637",retired,married,secondary,no,153,yes,yes,unknown,26,may,74,1,-1,0,unknown,no
32,morris lockman,"618 Becker Loaf Suite 859\nLake Filibertochester, PA 43029",management,married,tertiary,no,553,yes,no,cellular,22,jul,72,1,-1,0,unknown,no
36,elyssa brown,"7113LORAMANORSSUITE966\NWESTAUDIEFURT,WI64719-2940",management,divorced,tertiary,no,1057,no,no,cellular,5,feb,383,2,-1,0,unknown,no
60,elmo durgan,"65536FisherTrack\nHenrietteland,MS10763",retired,married,secondary,no,78,yes,no,unknown,12,may,113,3,-1,0,unknown,no
32,horace fritsch,"9960 ANSL3Y R0UT3 AV3.\NP0RT KAYACH3ST3R, ID 53434-6557",technician,single,secondary,no,-28,no,yes,unknown,4,jul,400,1,-1,0,unknown,no
57,maryse yost,"2109FraneckiLoaf\nEulaliaport,SD05783",management,married,tertiary,no,929,no,no,cellular,19,aug,387,8,-1,0,unknown,no
34,joesph kertzmann,"371 Trey Passage St.\nNorth Dustinport, MT 68884",blue-collar,married,primary,no,428,yes,no,cellular,18,may,59,2,-1,0,unknown,no
27,raymundo jacobi,"209TaureanInletSt.\nEastLandenstad,OK29527-0216",student,single,secondary,no,268,yes,no,cellular,13,may,528,1,358,2,failure,no
52,anthony davis,"81697 Hans3n Stati0n\nT0yfurt, GA 61587-3926",management,single,tertiary,no,83,no,no,cellular,26,aug,1223,6,-1,0,unknown,yes
45,andreanne mayer,"521 Block Lakes St.\nEast Richmondshire, WA 02056-5838",admin.,divorced,unknown,no,998,yes,no,telephone,30,jul,38,2,-1,0,unknown,no
58,jailyn rice,"948 flossie inlet st.\nnorth vicky, ne 85095-6690",admin.,single,secondary,no,2223,no,no,cellular,4,dec,1139,2,114,1,success,no
39,blaise stokes,"811 Mann M0unt Apt. 689\nP0wl0wskit0n, VI 86608-3969",blue-collar,single,primary,no,6,yes,no,cellular,19,nov,286,2,-1,0,unknown,no
48,tracey olson,"04437 Donny Hills\nJoanieland, MO 61090",blue-collar,single,secondary,no,312,yes,yes,cellular,3,feb,369,2,-1,0,unknown,no
36,stuart mante,"987 yundt 0rchard st.\ncaryshir3, gu 95246",management,single,secondary,no,0,no,no,cellular,13,aug,333,5,-1,0,unknown,no
31,rico bauch,"115 Anya Oval Suite 122\nMurraymouth, NJ 07076-0403",technician,single,secondary,no,691,yes,no,cellular,8,may,198,1,-1,0,unknown,no
41,chanel thompson,"4932 Thiel Village Apt. 983\nEast Solon, HI 74323",management,married,tertiary,no,771,yes,no,cellular,26,aug,106,8,-1,0,unknown,no
30,berneice turcotte,"844 s0nya islands st.\n3ast v3ldashir3, pr 69286",self-employed,single,secondary,no,192,no,no,cellular,22,jul,423,1,-1,0,unknown,no
57,georgette kohler,"59027 Boyle Drives\nWalshborough, OH 25349",retired,married,tertiary,no,0,no,no,cellular,12,aug,116,4,-1,0,unknown,no
29,jovanny weber,"210 Isabel Garden \nJonesland, OH 75302",admin.,single,secondary,no,1070,yes,no,unknown,19,may,30,1,357,1,other,yes
29,roger kovacek,"03968 becker terrace\nlake graham, ca 47208",services,divorced,secondary,no,84,yes,no,cellular,13,apr,1101,2,-1,0,unknown,yes
30,mallie hauck,"237 Victoria Cliff St.\nEast Abbey, MD 25234-5628",management,single,tertiary,no,2,no,no,cellular,16,jun,102,1,85,1,failure,no
44,obie senger,"69974TOMASWAY\NNEWSIBYLPORT,AR84635",management,married,tertiary,no,1242,yes,no,cellular,6,aug,384,6,-1,0,unknown,no
33,tomas wilderman,"15400 devin summit\nnorth vernaland, tn 90885",student,single,unknown,no,5969,no,no,cellular,4,sep,156,2,127,8,failure,no
56,norbert adams,"4578 Shanahan Green Ave.\nBoganshire, FM 15526",admin.,divorced,secondary,no,3337,yes,no,telephone,17,nov,99,3,-1,0,unknown,no
26,brandy hoeger,"7600 Kund3 Sh0al Av3.\nLak3 Dasialand, SD 99277",services,single,secondary,no,1347,no,no,telephone,18,jun,280,6,92,5,other,yes
52,sherman o'kon,"615EfrenCenterSt.\nWestJaren,TX92172",technician,married,secondary,no,64,no,no,telephone,29,aug,20,2,-1,0,unknown,no
32,amos crona,"89867BraxtonWalk\nThadfurt,SC07922-0575",management,single,secondary,no,249,yes,no,unknown,2,jun,258,1,-1,0,unknown,no
36,madaline keeling,"9715 Deon Plains Apt. 149\nGeovannyville, AL 15712-7124",technician,single,secondary,no,0,no,no,cellular,29,aug,85,6,-1,0,unknown,no
26,dock thompson,"7688 3nriqu3 Trail Av3.\nN0rth Walt3r, 0K 68676-7311",blue-collar,married,secondary,no,128,no,no,unknown,4,jul,355,1,-1,0,unknown,no
37,kayley boyle,"8783 J3ns3n Islands Av3.\n3ast K3nnat0wn, VA 96324-1731",blue-collar,married,secondary,no,196,yes,no,unknown,5,jun,66,3,-1,0,unknown,no
34,fanny satterfield,"227 DuBuque Cliff Apt. 643\nFarrellbury, SD 07508-6712",technician,married,secondary,no,351,yes,no,cellular,18,jul,467,1,-1,0,unknown,no
26,christopher aufderhar,"039 Adam Spurs St.\nN3w Ka3la, WV 54848",services,single,secondary,no,5533,yes,no,cellular,7,may,582,2,283,4,failure,no
32,norwood heaney,"3898 B3ulah C0v3 Av3.\nDahliastad, NH 38517",services,married,secondary,no,38,yes,no,cellular,15,may,744,1,-1,0,unknown,yes
30,wiley kutch,"893 Audreanne Lock Suite 356\nJenningsberg, NE 90789",management,single,tertiary,yes,35,no,no,cellular,30,jul,185,4,-1,0,unknown,no
27,edd zulauf,"247 Randi Neck St.\nBruenstad, VT 94376",technician,single,secondary,no,235,yes,no,cellular,12,may,13,5,-1,0,unknown,no
42,twila abbott,"328 gleichner cliffs st.\nhesselview, nj 59636",admin.,single,secondary,no,30,yes,no,cellular,4,feb,98,1,266,3,failure,no
33,van auer,"2194 NORBERTO FALLS AVE.\NNORTH AUGUSTPORT, SD 01371-1360",blue-collar,single,primary,no,92,yes,no,unknown,9,may,127,1,-1,0,unknown,no
37,thora osinski,"138 F33n3y Cr0ssr0ad St.\nSchmittvill3, AP 82864-8974",blue-collar,married,secondary,no,67,no,no,unknown,3,jun,45,2,-1,0,unknown,no
45,casper wisoky,"007 RIL3Y SH0R3S ST.\NKINGFURT, CT 15774",blue-collar,married,secondary,no,4022,yes,no,cellular,29,jan,244,3,-1,0,unknown,no
36,giovanny paucek,"720 RUNOLFSSON COURTS \NSOUTH SIBYLSHIRE, SD 24596-7149",entrepreneur,married,tertiary,no,3057,no,no,unknown,16,jun,2769,4,-1,0,unknown,yes
39,amira larkin,"37393 Kshlerin Roads\nWest Michellefort, TN 98188-1271",management,single,tertiary,no,0,yes,no,cellular,12,may,561,4,369,3,failure,no
33,janick will,"18392 schaden field\nwest martinemouth, id 43208",management,single,tertiary,no,349,no,no,cellular,22,aug,182,1,-1,0,unknown,no
47,dylan mueller,"5978HilpertTraceAve.\nEastDemetris,NY81406-9533",services,married,secondary,no,2322,no,no,cellular,22,aug,618,1,-1,0,unknown,no
49,chet schneider,"729 Crystel Road Suite 664\nNorth Alvisport, OR 45657-8113",entrepreneur,married,secondary,no,167,yes,yes,unknown,6,may,198,3,-1,0,unknown,no
46,zachary quigley,"7381 ABERNATHY SPURS \NSOUTH DELPHIAPORT, NV 40001",management,divorced,secondary,no,558,no,no,cellular,19,aug,126,6,-1,0,unknown,no
31,verdie smith,"0276 Taya Mill Av3.\nP0rt B0nni3p0rt, CT 46879",services,married,secondary,no,-230,yes,yes,cellular,16,jul,715,1,-1,0,unknown,no
43,dwight bins,"667 vivianne junction \nrunolfssonville, ri 86013",unemployed,divorced,secondary,no,4094,yes,no,cellular,21,nov,63,1,-1,0,unknown,no
30,sylvester stiedemann,"2663 niko lake \nhacketttown, az 13807",blue-collar,single,secondary,yes,239,yes,no,unknown,21,may,412,1,-1,0,unknown,yes
43,lina nolan,"4929 Di3trich Harb0r \nParisianfurt, ND 15524-3629",management,divorced,tertiary,no,497,no,no,cellular,13,may,66,1,363,22,failure,no
42,maye stanton,"28853 JOAQUIN BURGS\NHIRTHEPORT, AS 85308",blue-collar,married,secondary,no,179,yes,no,cellular,17,nov,96,1,-1,0,unknown,no
30,blair gorczany,"78705 EVANGELINE PORTS\NADALINEFURT, CO 88631-7627",admin.,single,tertiary,no,305,no,no,cellular,30,apr,633,1,85,2,success,yes
33,micheal boehm,"6725 levi pike ave.\nbuckridgeport, ny 33430-6390",management,single,tertiary,no,-67,yes,no,unknown,5,may,364,1,-1,0,unknown,no
41,moises daniel,"7778BRAUNFERRYAVE.\NROWANVIEW,ME32606",admin.,married,secondary,no,4539,no,no,unknown,30,may,298,3,-1,0,unknown,no
29,reba ledner,"7310 Prudence Landing Ave.\nLaurenceton, IL 83407-7867",blue-collar,single,secondary,no,770,yes,no,cellular,17,apr,341,1,-1,0,unknown,no
38,gabriel auer,"60648 Halvorson Mount\nPort Karinaborough, MT 93513-5838",unemployed,married,secondary,no,-673,yes,no,unknown,26,may,364,1,-1,0,unknown,no
29,luciano marvin,"772 Ward Mountain St.\nWest Geoffreyville, AA 79542-4682",technician,married,tertiary,no,858,yes,no,cellular,12,jun,234,7,330,1,failure,no
80,ward erdman,"506QuincySpursSt.\nPortJessyland,KY69579",housemaid,married,primary,no,0,no,no,cellular,23,feb,639,1,189,1,failure,yes
38,magnus batz,"510 Abbott Overpass Apt. 404\nSipesbury, DC 68012",management,single,tertiary,no,5244,no,no,cellular,8,aug,310,4,-1,0,unknown,no
36,vergie donnelly,"630 domenick estate st.\nmagnusberg, nc 82887-0230",blue-collar,divorced,primary,no,117,yes,no,unknown,2,jun,123,4,-1,0,unknown,no
38,lourdes spencer,"1980 Alysha Man0rs Suit3 937\nRatk3t0n, RI 78385-4974",self-employed,married,tertiary,no,846,no,no,cellular,2,jun,253,1,-1,0,unknown,no
44,elian jaskolski,"8186 nils fork ave.\ngrantburgh, fm 12463",management,married,secondary,yes,0,yes,no,cellular,11,jul,96,2,-1,0,unknown,no
31,verlie casper,"7255 titus stravenue apt. 752\nnorth sigridville, ae 15049",management,married,tertiary,no,1331,no,no,cellular,30,apr,297,1,86,3,success,yes
31,baron haley,"8814 WALK3R L0AF AV3.\NLAK3 ALVAT0WN, 0R 22686",services,single,secondary,no,31,yes,yes,unknown,26,may,501,2,-1,0,unknown,no
57,clifford larkin,"1521CRUZKEYAVE.\NISABELLAFURT,TX39850",admin.,divorced,primary,no,179,yes,no,cellular,15,may,67,1,368,2,failure,no
37,brooke brekke,"391 R3ba 3xt3nsi0n \n3ast Cl3m3ntm0uth, AS 26575",blue-collar,married,primary,no,543,yes,no,unknown,21,may,281,1,-1,0,unknown,no
50,geovanni keeling,"85877MiracleBypass\nBernhardland,VI90548-1082",blue-collar,married,secondary,no,253,yes,yes,cellular,5,may,475,2,-1,0,unknown,no
60,cheyenne strosin,"36689 Halle Gateway\nBorerstad, OR 28601",retired,married,primary,no,71188,no,no,cellular,6,oct,205,1,-1,0,unknown,no
51,frederick raynor,"305MCCLUREGROVESUITE282\NALVENATOWN,WA64403-3122",management,married,tertiary,no,5108,yes,no,cellular,8,oct,272,1,102,8,other,no
48,delilah trantow,"948 wanda inlet st.\ndickiland, aa 53265-2431",blue-collar,married,secondary,no,1738,yes,no,cellular,15,apr,349,1,-1,0,unknown,no
42,jessyca herzog,"92346 fernando pass\nsunnybury, oh 82031",blue-collar,married,primary,no,-97,yes,no,cellular,3,feb,216,4,271,5,failure,no
36,kay casper,"80013 mafalda ramp\nnew sonyatown, ut 58330-5877",blue-collar,married,secondary,no,199,yes,no,cellular,9,jul,183,1,-1,0,unknown,no
43,elisa dach,"923 o'kon meadows st.\nbrendenbury, ny 63759",management,married,tertiary,no,489,yes,no,cellular,8,may,130,1,172,2,other,no
31,jovanny von,"11044 icie ways\nwest stephan, oh 29582-3948",admin.,married,primary,no,355,yes,yes,unknown,4,jun,61,6,-1,0,unknown,no
49,meghan kuhn,"1928 Ramona Inlet Ave.\nRoelshire, AP 84327",technician,single,secondary,no,-97,yes,no,unknown,6,jun,92,2,-1,0,unknown,no
35,gunner bashirian,"3790 Tomas Gateway Apt. 486\nRempelchester, TN 02711",management,divorced,tertiary,no,473,no,yes,cellular,5,aug,37,2,-1,0,unknown,no
44,marta runte,"2998 Regan Plains \nNew Tate, AR 24036",entrepreneur,married,secondary,no,6649,yes,no,cellular,19,nov,354,2,-1,0,unknown,no
34,meghan walter,"5387AlanisTrackAve.\nPortTrudie,TN22278-5889",self-employed,married,tertiary,no,263,no,no,cellular,4,may,203,1,78,8,other,no
46,lucy sauer,"426 H3rmann Cliffs St.\nSchultzhav3n, KY 00164-1415",blue-collar,married,secondary,no,781,no,no,unknown,13,may,152,1,-1,0,unknown,no
49,hilda rempel,"787ST0K3SISLANDSST.\NGIBS0NSTAD,TN95876-3066",blue-collar,married,primary,no,1032,yes,no,unknown,2,jun,41,5,-1,0,unknown,no
32,guiseppe kreiger,"052 Charlene Circle \nOrieview, HI 56273",blue-collar,married,secondary,no,119,no,no,cellular,4,may,20,5,-1,0,unknown,no
35,elvis hodkiewicz,"540M0hrFlatsSt.\nB0gisicht0wn,AZ88161-5946",management,divorced,tertiary,no,434,yes,no,cellular,11,may,277,1,271,2,success,no
51,damien witting,"6901 Juliann3 F0rk Av3.\nS0uth 3st3llstad, 0K 28079-7086",admin.,married,secondary,no,2967,no,no,unknown,17,jun,83,2,-1,0,unknown,no
57,anita schimmel,"1802 Raymundo Port Ave.\nGrahamville, MA 02456",retired,divorced,secondary,no,-331,yes,no,unknown,6,may,531,1,-1,0,unknown,no
59,keyon considine,"382 Jay Heights \nAbigayleport, AS 58741",management,married,tertiary,no,1585,no,no,telephone,28,aug,91,5,-1,0,unknown,no
